Protein,p_val,avg_log2FC,p_val_adj,clone1,clone2
IgG2a,0.167652126884609,0.844283485549228,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD11c,0.173759703450929,-0.441763627762812,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
HLA-DR,0.198429096738592,-0.529457139585452,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD45RO,0.215980432794148,0.982859914181322,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
IgG2b,0.217252439330747,0.604345261872653,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
IgG1,0.243289323093544,0.819573762344151,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD64,0.265384025084161,-0.225038285866152,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD69,0.324187324684385,-0.457933162412996,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD90,0.325219390153828,0.697099134233017,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD38,0.332686427109602,0.00364907644752854,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD303,0.366976789308925,-0.773154589203372,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD83,0.386306753661766,0.367003953675588,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD10,0.421591955393735,0.49086997856615,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD141,0.471987597190176,0.798124535584371,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD8,0.489639580050031,1.10476052452645,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD138,0.504398690414569,-0.460267937586449,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD123,0.517502921876629,-0.26955067883668,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD11b,0.55180885027444,0.234924393519107,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD163,0.569779783807647,0.629834947856882,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD49d,0.576178625972147,0.251616942456661,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD30,0.600661389830893,-0.31287770168078,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD34,0.630143758319057,0.46763319867286,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD117,0.646271380900347,0.332087987598005,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD4,0.647688974045317,0.684369081438753,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD45,0.689632835425282,0.197577633198421,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD45RA,0.751325978896967,0.172855583680734,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD33,0.792846277847529,0.587514004262009,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD71,0.819034042899008,0.517973311907065,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD19,0.93157732602316,0.0851643161260132,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD1c,0.95532037739962,-0.172917788724526,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD25,0.985503606837891,-0.250640050514582,1,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD56,NA,-1.34218551806236,NA,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD62P,NA,-1.98120648983025,NA,TET2-NPM1-MAPK,TET2-NPM1-FLT3
CD11c,4.49178731717684e-06,5.5755413217509,0.000202130429272958,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD11b,7.75038389335815e-06,3.53495608655603,0.000348767275201117,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD62P,0.000173881483466027,-6.05647287883738,0.0078246667559712,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD45,0.000440187192967933,3.04919793045829,0.019808423683557,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD64,0.000944041534600704,3.89950015840991,0.0424818690570317,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD163,0.0064051437949815,3.54691505669334,0.288231470774168,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD14,0.0188404838896523,3.30473626559505,0.847821775034355,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD49d,0.020587306004966,1.82783780116301,0.92642877022347,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD69,0.0208497588181621,-2.4865028255885,0.938239146817296,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD56,0.0846160320048478,2.88558973626636,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
IgG1,0.0909507074558932,-2.29015122336197,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD16,0.092496151744554,3.50413164274192,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD33,0.0938997628565837,3.00379040362164,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD141,0.113050539140193,2.04856657823376,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD38,0.123456458169776,1.48344651239829,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD4,0.133651240901635,1.80396720027452,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD71,0.167482555066911,2.16481716227338,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD44,0.18818347085386,1.54866721186418,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD138,0.194351307577928,-0.881223497201078,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD62L,0.220160277276459,1.52109949750276,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
Fc&#949;RI&#945;,0.225623963646101,1.28967215221609,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD7,0.312420717970865,1.20970591507111,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD90,0.340950376648008,1.00576969139465,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD303,0.347396819142554,-1.36078593374238,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
IgG2b,0.367824273265595,-1.22443862109369,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD30,0.389392854747073,-0.592452335870296,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD13,0.443679544304113,0.762093582810115,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD10,0.475952035717386,0.61366955163757,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD8,0.480335923362354,0.680930316446644,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
IgG2a,0.486727559569112,-0.59596181364789,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
HLA-DR,0.498036223544728,1.02107064127884,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD19,0.618273360960368,-0.501094400720771,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD3,0.628197845569004,0.232322979259518,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD45RO,0.632474571991088,0.613242887046877,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD83,0.66936234556954,-0.349549461050616,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD45RA,0.675561299494347,0.43678675087548,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD2,0.766911305147502,0.00849055083471395,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD1c,0.780836494601648,0.343678087448685,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD34,0.8140647602542,-0.165517167173579,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD117,0.814968382692926,-0.681781593266772,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD25,0.836451260663293,-0.0640386796611727,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD22,0.852211707437586,-0.144903143054145,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD5,0.87354158162614,-0.459872073419121,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD304,0.931685783837517,-0.0565965092659324,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD123,0.954766204519898,0.188857783959406,1,TET2-NPM1-MAPK,IDH-NPM1-FLT3
CD163,0.0360050158457302,1.74323571306797,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD14,0.0369384374281996,1.88597068126945,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD62P,0.0581708955418356,-2.53670517013071,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD38,0.103772955651908,-1.29961628383021,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD141,0.111421277316943,1.17545558467499,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD56,0.170412430689774,1.25502294628414,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD11b,0.171786376660793,0.497734652312716,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD45,0.184463556727759,0.573868212940909,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD71,0.244632989810628,1.10218873727642,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD117,0.253278381911435,-1.63635766345808,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD45RA,0.267133335884086,0.797584807491962,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD8,0.297417734879009,0.672733425599797,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD45RO,0.317249037221034,0.492031808253076,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD69,0.354786801801065,-0.930235251749233,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD7,0.355083333065407,0.500035426452359,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
Fc&#949;RI&#945;,0.369268099081461,0.394346858265352,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD16,0.380585671465879,0.768951437865736,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD138,0.383069638745401,-0.73352334000124,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
IgG1,0.408944091712128,-1.13977214984673,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD44,0.447463771963655,0.314574138305014,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD90,0.457184015600567,0.199584547160309,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD10,0.478285925988271,0.043175181321863,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD25,0.485356316823925,0.283898898222595,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD83,0.486667516639322,-0.731088164731386,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD2,0.545462352874514,0.145324223534998,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD303,0.573549697228827,-0.983680974573026,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD33,0.577338230000792,0.352924361029464,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD13,0.612420122944945,0.193508039473563,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
IgG2b,0.633825673929772,-0.955200614055878,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD5,0.683372408000773,-0.286554348948012,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD62L,0.694892364421767,-0.401910465050478,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
IgG2a,0.701014643301232,-0.676231389159778,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD3,0.715043475906008,-0.244684527470281,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD304,0.735375647442885,-0.0906525050512901,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD19,0.783426248145846,-0.485860920622523,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD30,0.792358964368523,-0.132695018697064,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD1c,0.818598784444731,-0.07887031446701,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD4,0.826861240078545,-0.0625009997626478,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD22,0.82929614196154,-0.435171438736625,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD49d,0.91404125376709,-0.196508493714385,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD34,0.93303434141629,-0.146734473756343,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD11c,0.964308423673825,-0.299416872790554,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
HLA-DR,0.98421483497507,-0.335427011001443,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD123,0.988100698590298,-0.17197840925634,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD64,0.996112391649583,-0.285756088233954,1,TET2-NPM1-MAPK,DNMT3A-IDH-NPM1-MAPK
CD30,0.0111970351366643,-2.24220060563083,0.503866581149894,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD14,0.020571320591549,2.36903267652483,0.925709426619706,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD163,0.0264720030722148,2.07711751191618,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD141,0.0665062474651922,1.6618899903957,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD3,0.0724768916952443,-2.42136643990973,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD62P,0.0744646761806489,-2.10154253681499,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD11b,0.0747738245361796,1.01851621970118,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD5,0.14129396230894,-2.54809516778268,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD38,0.157522662478259,-0.951241728734537,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD56,0.174714392786607,1.47097458918351,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD117,0.218104641757064,-1.39909459182817,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD4,0.236953416846487,-0.7489611012869,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD45RA,0.239573305488498,1.26101275429096,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD71,0.243262507578243,1.42888547265168,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD8,0.258054656816248,1.17289091271802,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD25,0.265658558982675,0.813161237654806,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD90,0.338034199499345,0.626645196423531,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD1c,0.344309150343569,0.711725154274088,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD2,0.355133909716126,-1.33607408682531,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
Fc&#949;RI&#945;,0.394894749592178,0.596936903699759,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD13,0.397961692329206,0.702675544841251,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD69,0.400135118652616,-0.583184667694098,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD10,0.435794957686615,0.374834809660569,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD16,0.456603691094479,0.914804844988764,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD33,0.546383960586617,0.611841694158039,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD7,0.56649012531365,0.309947287332291,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
IgG1,0.579764139414914,-0.637957053947529,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD45,0.597073961251879,0.469636091423441,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD303,0.600654787497415,-0.653951809072045,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD304,0.614610404946453,0.236674378366871,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD62L,0.618489564108331,-1.48683520937825,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
IgG2b,0.642643257198492,-0.671016503992708,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD44,0.666652957422398,0.394315657417774,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD45RO,0.733280127112869,-0.0972630331566009,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD123,0.73391839551,-0.0843508868813867,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD22,0.855996806973686,-0.167727031615793,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD83,0.909022402364906,-0.223336300962535,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD64,0.922196205506002,0.0142560760456156,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
HLA-DR,0.940906385166233,-0.0580051117294982,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD49d,0.967472813570331,0.0614946729974974,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD11c,0.973073359680824,-0.0505081571891592,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
IgG2a,0.974086094503285,-0.202114775795482,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD19,0.974834255608372,-0.078658384784732,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD138,0.97665525306398,0.00184382858447929,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD34,0.998433660590513,0.0013914635354535,1,TET2-NPM1-MAPK,DNMT3A-NPM1-MAPK
CD90,1.03826281247904e-10,-3.27161854256304,4.67218265615566e-09,TET2-only,NPM1-FLT3
CD3,9.78000195930421e-05,2.61847664482733,0.0044010008816869,TET2-only,NPM1-FLT3
CD5,0.00019536895289574,2.35488577685464,0.00879160288030831,TET2-only,NPM1-FLT3
CD7,0.000265679279138317,1.78624808742666,0.0119555675612243,TET2-only,NPM1-FLT3
CD16,0.000584138028121825,1.93567108408127,0.0262862112654821,TET2-only,NPM1-FLT3
CD8,0.00133403342934514,2.34093942249167,0.0600315043205315,TET2-only,NPM1-FLT3
CD163,0.00273409696040936,0.199547402599515,0.123034363218421,TET2-only,NPM1-FLT3
CD2,0.0130099245211841,1.94320681984446,0.585446603453283,TET2-only,NPM1-FLT3
CD19,0.0188462125424626,1.59520515218614,0.848079564410816,TET2-only,NPM1-FLT3
CD1c,0.0252382372403373,0.966198515248895,1,TET2-only,NPM1-FLT3
IgG2b,0.0282912640967335,-1.26144489248887,1,TET2-only,NPM1-FLT3
CD117,0.0343962103033847,-1.62654889880925,1,TET2-only,NPM1-FLT3
CD141,0.0542511216478709,0.657590823045393,1,TET2-only,NPM1-FLT3
CD123,0.0712591500964253,-1.59105925678788,1,TET2-only,NPM1-FLT3
CD4,0.104561941395351,0.406813638091966,1,TET2-only,NPM1-FLT3
IgG1,0.128961976671953,-1.0614859461551,1,TET2-only,NPM1-FLT3
CD45,0.163038787138066,0.251255707485505,1,TET2-only,NPM1-FLT3
CD10,0.198357559834342,0.549761301144854,1,TET2-only,NPM1-FLT3
CD138,0.238897006268421,-0.362015233034752,1,TET2-only,NPM1-FLT3
CD49d,0.269008270468863,0.0658983094521552,1,TET2-only,NPM1-FLT3
CD303,0.333652360814533,-0.389264159676157,1,TET2-only,NPM1-FLT3
Fc&#949;RI&#945;,0.343237751957065,0.307150198407425,1,TET2-only,NPM1-FLT3
CD56,0.4513238341273,0.152069367540829,1,TET2-only,NPM1-FLT3
HLA-DR,0.472142030483998,0.0919420959383679,1,TET2-only,NPM1-FLT3
CD304,0.480703942230521,-0.12550378266562,1,TET2-only,NPM1-FLT3
CD13,0.522663489284293,0.119772256093949,1,TET2-only,NPM1-FLT3
CD45RA,0.613842371273707,0.10027661506668,1,TET2-only,NPM1-FLT3
CD33,0.623565191261773,-0.126148850483315,1,TET2-only,NPM1-FLT3
CD38,0.650861854631404,-0.256786445816756,1,TET2-only,NPM1-FLT3
CD44,0.662581616552518,-0.207137744128676,1,TET2-only,NPM1-FLT3
IgG2a,0.674439243269091,-0.224416823110512,1,TET2-only,NPM1-FLT3
CD62P,0.737546501978778,-0.89609862995639,1,TET2-only,NPM1-FLT3
CD22,0.74248317859697,-0.0167183916408327,1,TET2-only,NPM1-FLT3
CD69,0.774053361565004,-0.596528956541029,1,TET2-only,NPM1-FLT3
CD83,0.776521350416808,0.147553078805493,1,TET2-only,NPM1-FLT3
CD11c,0.862549887505953,-0.38615248162928,1,TET2-only,NPM1-FLT3
CD64,0.881290850415097,-0.309239452475346,1,TET2-only,NPM1-FLT3
CD14,0.892938004234814,-0.4286545568081,1,TET2-only,NPM1-FLT3
CD30,0.897246708480242,0.279775771827694,1,TET2-only,NPM1-FLT3
CD11b,0.911131996655003,-0.23589662828939,1,TET2-only,NPM1-FLT3
CD45RO,0.917229979617259,-0.430681688268562,1,TET2-only,NPM1-FLT3
CD34,NA,0.501535748684628,NA,TET2-only,NPM1-FLT3
CD62L,NA,0.937468166965457,NA,TET2-only,NPM1-FLT3
CD71,NA,0.946003185164539,NA,TET2-only,NPM1-FLT3
CD25,NA,-1.66192618518278,NA,TET2-only,NPM1-FLT3
CD117,2.62205374593118e-06,-2.9573204614805,0.000117992418566903,TET2-only,DNMT3A-IDH
CD8,0.000240292797249093,2.94286944971245,0.0108131758762092,TET2-only,DNMT3A-IDH
CD14,0.000720631640685194,2.85112100048257,0.0324284238308337,TET2-only,DNMT3A-IDH
CD38,0.00147237995087483,-1.55043799262299,0.0662570977893673,TET2-only,DNMT3A-IDH
CD2,0.00170466126519615,2.14829955166069,0.0767097569338266,TET2-only,DNMT3A-IDH
CD45RO,0.011037405323345,1.31876780042609,0.496683239550523,TET2-only,DNMT3A-IDH
CD1c,0.0140142818983064,1.24518875184028,0.630642685423787,TET2-only,DNMT3A-IDH
CD123,0.0146418181597566,-1.33421826512938,0.658881817189049,TET2-only,DNMT3A-IDH
CD3,0.0229770609817192,1.38728303570884,1,TET2-only,DNMT3A-IDH
CD19,0.0272871595934213,2.17964239438929,1,TET2-only,DNMT3A-IDH
CD13,0.0385548172020507,-0.583755692295068,1,TET2-only,DNMT3A-IDH
CD16,0.0560249565788109,1.59730205458882,1,TET2-only,DNMT3A-IDH
CD69,0.0668664864589492,-0.824887848205895,1,TET2-only,DNMT3A-IDH
CD5,0.0800805239909007,0.939692811830888,1,TET2-only,DNMT3A-IDH
CD90,0.0901723084933517,1.2983761095281,1,TET2-only,DNMT3A-IDH
Fc&#949;RI&#945;,0.0937451495151813,0.624218815469856,1,TET2-only,DNMT3A-IDH
CD11c,0.114586773521389,-0.742934795487534,1,TET2-only,DNMT3A-IDH
CD33,0.137241583648037,-0.810048572665433,1,TET2-only,DNMT3A-IDH
CD25,0.169651720080102,-0.328246414986273,1,TET2-only,DNMT3A-IDH
CD22,0.183492089864006,0.474428764166973,1,TET2-only,DNMT3A-IDH
CD45RA,0.202519175526265,-0.47592090268479,1,TET2-only,DNMT3A-IDH
CD45,0.277165363878411,0.655570802535216,1,TET2-only,DNMT3A-IDH
CD64,0.28225793762183,-0.601540278537733,1,TET2-only,DNMT3A-IDH
IgG1,0.285970882592856,-0.76470637282917,1,TET2-only,DNMT3A-IDH
HLA-DR,0.300627955114766,0.963477535744767,1,TET2-only,DNMT3A-IDH
CD141,0.301600168670701,0.985485596989493,1,TET2-only,DNMT3A-IDH
CD10,0.335817520271025,0.573877516442061,1,TET2-only,DNMT3A-IDH
CD49d,0.367488296165034,-0.34527463294255,1,TET2-only,DNMT3A-IDH
CD138,0.379719412356551,-0.164657126696031,1,TET2-only,DNMT3A-IDH
CD7,0.428379378473212,0.339559118100202,1,TET2-only,DNMT3A-IDH
CD303,0.475940658068874,0.109043335464137,1,TET2-only,DNMT3A-IDH
CD4,0.488806049701929,0.0906438800899103,1,TET2-only,DNMT3A-IDH
CD44,0.514522089861465,-0.0343010405791979,1,TET2-only,DNMT3A-IDH
CD11b,0.672446788276642,0.502330561133651,1,TET2-only,DNMT3A-IDH
CD83,0.700135515221447,-0.188801173459647,1,TET2-only,DNMT3A-IDH
CD34,0.706095695851564,0.553208667810449,1,TET2-only,DNMT3A-IDH
IgG2b,0.789851019651154,-0.362650689504767,1,TET2-only,DNMT3A-IDH
CD30,0.859431743530302,0.0865714607407488,1,TET2-only,DNMT3A-IDH
IgG2a,0.87382264473428,0.143422814581068,1,TET2-only,DNMT3A-IDH
CD304,0.928402590563447,0.201343611253218,1,TET2-only,DNMT3A-IDH
CD62P,NA,0.288334118692652,NA,TET2-only,DNMT3A-IDH
CD163,NA,0.107409237120856,NA,TET2-only,DNMT3A-IDH
CD56,NA,2.22189181590038,NA,TET2-only,DNMT3A-IDH
CD62L,NA,0.116248062037012,NA,TET2-only,DNMT3A-IDH
CD71,NA,0.303704910304797,NA,TET2-only,DNMT3A-IDH
CD117,5.10013596213212e-06,-2.78417447889487,0.000229506118295945,TET2-only,DNMT3A-IDH-NPM1
CD38,0.000715257596433555,-1.68848818176435,0.03218659183951,TET2-only,DNMT3A-IDH-NPM1
CD14,0.00129732600714294,2.85216111873722,0.0583796703214325,TET2-only,DNMT3A-IDH-NPM1
CD8,0.00480562113344727,2.12534361221186,0.216252951005127,TET2-only,DNMT3A-IDH-NPM1
CD2,0.0137675600884654,1.70304847834818,0.619540203980942,TET2-only,DNMT3A-IDH-NPM1
CD13,0.0142403175271032,-0.73447589474557,0.640814288719644,TET2-only,DNMT3A-IDH-NPM1
CD123,0.0151856217614428,-1.30666250969595,0.683352979264924,TET2-only,DNMT3A-IDH-NPM1
CD1c,0.017410762052804,1.33858350647383,0.783484292376179,TET2-only,DNMT3A-IDH-NPM1
CD3,0.0218573757044004,1.69053275520341,0.98358190669802,TET2-only,DNMT3A-IDH-NPM1
CD5,0.0555943557171317,1.43129974176506,1,TET2-only,DNMT3A-IDH-NPM1
CD69,0.0631550963131362,-0.853867713160156,1,TET2-only,DNMT3A-IDH-NPM1
CD90,0.0694421750373282,1.58466341672191,1,TET2-only,DNMT3A-IDH-NPM1
Fc&#949;RI&#945;,0.0896258516179489,0.746848175505062,1,TET2-only,DNMT3A-IDH-NPM1
CD19,0.0920117450202958,1.46376543409223,1,TET2-only,DNMT3A-IDH-NPM1
CD33,0.0961103321034024,-0.998739341445179,1,TET2-only,DNMT3A-IDH-NPM1
CD11c,0.10225470152091,-0.746193624784786,1,TET2-only,DNMT3A-IDH-NPM1
CD16,0.111457132801481,1.17913145282432,1,TET2-only,DNMT3A-IDH-NPM1
CD22,0.122275279510094,0.783529546560861,1,TET2-only,DNMT3A-IDH-NPM1
CD45RO,0.146470902788933,0.651529464162563,1,TET2-only,DNMT3A-IDH-NPM1
IgG1,0.158006380177423,-0.925778474661288,1,TET2-only,DNMT3A-IDH-NPM1
CD49d,0.206515803939152,-0.553044714896522,1,TET2-only,DNMT3A-IDH-NPM1
CD45RA,0.220320249494197,-0.306006164292176,1,TET2-only,DNMT3A-IDH-NPM1
CD64,0.237685377801839,-0.71422142574818,1,TET2-only,DNMT3A-IDH-NPM1
CD138,0.247170340181013,-0.230705592731341,1,TET2-only,DNMT3A-IDH-NPM1
